#Parameters = {AL=32.6; AT=0; AW=1.5; C1=6e-13; Fdy=15.5; Gx=30; Gy=28; L1=4e-09; ST=1.5; ShT=0.035; Sx=30; Sy=30; b=1.5; d=1.5; d1=1; d2=5; h=3}
#"Frequency / GHz"	"S1,1 [Magnitude / dB]"
#-----------------------------------------
2.0000000000000	-0.47023193483893
2.0010000000000	-0.47055320250672
2.0020000000000	-0.47087489973908
2.0030000000000	-0.47119710288497
2.0040000000000	-0.47151988700518
2.0050000000000	-0.47184332589284
2.0060000000000	-0.47216749209440
2.0070000000000	-0.47249245693094
2.0080000000000	-0.47281829051997
2.0090000000000	-0.47314506179740
2.0100000000000	-0.47347283854019
2.0110000000000	-0.47380168738912
2.0120000000000	-0.47413167387200
2.0130000000000	-0.47446286242733
2.0140000000000	-0.47479531642823
2.0150000000000	-0.47512909820673
2.0160000000000	-0.47546426907838
2.0170000000000	-0.47580088936737
2.0180000000000	-0.47613901843184
2.0190000000000	-0.47647871468942
2.0200000000000	-0.47682003564348
2.0210000000000	-0.47716303790928
2.0220000000000	-0.47750777724084
2.0230000000000	-0.47785430855774
2.0240000000000	-0.47820268597257
2.0250000000000	-0.47855296281862
2.0260000000000	-0.47890519167770
2.0270000000000	-0.47925942440847
2.0280000000000	-0.47961571217516
2.0290000000000	-0.47997410547622
2.0300000000000	-0.48033465417373
2.0310000000000	-0.48069740752283
2.0320000000000	-0.48106241420148
2.0330000000000	-0.48142972234075
2.0340000000000	-0.48179937955502
2.0350000000000	-0.48217143297287
2.0360000000000	-0.48254592926800
2.0370000000000	-0.48292291469066
2.0380000000000	-0.48330243509908
2.0390000000000	-0.48368453599163
2.0400000000000	-0.48406926253892
2.0410000000000	-0.48445665961629
2.0420000000000	-0.48484677183672
2.0430000000000	-0.48523964358393
2.0440000000000	-0.48563531904583
2.0450000000000	-0.48603384224826
2.0460000000000	-0.48643525708903
2.0470000000000	-0.48683960737236
2.0480000000000	-0.48724693684349
2.0490000000000	-0.48765728922370
2.0500000000000	-0.48807070824571
2.0510000000000	-0.48848723768926
2.0520000000000	-0.48890692141712
2.0530000000000	-0.48932980341143
2.0540000000000	-0.48975592781036
2.0550000000000	-0.49018533894513
2.0560000000000	-0.49061808137736
2.0570000000000	-0.49105419993681
2.0580000000000	-0.49149373975949
2.0590000000000	-0.49193674632609
2.0600000000000	-0.49238326550087
2.0610000000000	-0.49283334357086
2.0620000000000	-0.49328702728557
2.0630000000000	-0.49374436389695
2.0640000000000	-0.49420540119993
2.0650000000000	-0.49467018757328
2.0660000000000	-0.49513877202100
2.0670000000000	-0.49561120421400
2.0680000000000	-0.49608753453250
2.0690000000000	-0.49656781410865
2.0700000000000	-0.49705209486980
2.0710000000000	-0.49754042958224
2.0720000000000	-0.49803287189543
2.0730000000000	-0.49852947638678
2.0740000000000	-0.49903029860700
2.0750000000000	-0.49953539512602
2.0760000000000	-0.50004482357945
2.0770000000000	-0.50055864271570
2.0780000000000	-0.50107691244373
2.0790000000000	-0.50159969388137
2.0800000000000	-0.50212704940439
2.0810000000000	-0.50265904269626
2.0820000000000	-0.50319573879852
2.0830000000000	-0.50373720416202
2.0840000000000	-0.50428350669883
2.0850000000000	-0.50483471583501
2.0860000000000	-0.50539090256409
2.0870000000000	-0.50595213950154
2.0880000000000	-0.50651850093996
2.0890000000000	-0.50709006290531
2.0900000000000	-0.50766690321401
2.0910000000000	-0.50824910153098
2.0920000000000	-0.50883673942877
2.0930000000000	-0.50942990044768
2.0940000000000	-0.51002867015696
2.0950000000000	-0.51063313621716
2.0960000000000	-0.51124338844356
2.0970000000000	-0.51185951887097
2.0980000000000	-0.51248162181955
2.0990000000000	-0.51310979396217
2.1000000000000	-0.51374413439284
2.1010000000000	-0.51438474469683
2.1020000000000	-0.51503172902197
2.1030000000000	-0.51568519415161
2.1040000000000	-0.51634524957904
2.1050000000000	-0.51701200758366
2.1060000000000	-0.51768558330857
2.1070000000000	-0.51836609484020
2.1080000000000	-0.51905366328950
2.1090000000000	-0.51974841287513
2.1100000000000	-0.52045047100852
2.1110000000000	-0.52115996838103
2.1120000000000	-0.52187703905307
2.1130000000000	-0.52260182054555
2.1140000000000	-0.52333445393344
2.1150000000000	-0.52407508394175
2.1160000000000	-0.52482385904394
2.1170000000000	-0.52558093156283
2.1180000000000	-0.52634645777412
2.1190000000000	-0.52712059801269
2.1200000000000	-0.52790351678170
2.1210000000000	-0.52869538286457
2.1220000000000	-0.52949636944015
2.1230000000000	-0.53030665420092
2.1240000000000	-0.53112641947463
2.1250000000000	-0.53195585234921
2.1260000000000	-0.53279514480143
2.1270000000000	-0.53364449382906
2.1280000000000	-0.53450410158712
2.1290000000000	-0.53537417552789
2.1300000000000	-0.53625492854528
2.1310000000000	-0.53714657912344
2.1320000000000	-0.53804935148984
2.1330000000000	-0.53896347577323
2.1340000000000	-0.53988918816619
2.1350000000000	-0.54082673109301
2.1360000000000	-0.54177635338268
2.1370000000000	-0.54273831044750
2.1380000000000	-0.54371286446734
2.1390000000000	-0.54470028457987
2.1400000000000	-0.54570084707698
2.1410000000000	-0.54671483560769
2.1420000000000	-0.54774254138781
2.1430000000000	-0.54878426341649
2.1440000000000	-0.54984030870020
2.1450000000000	-0.55091099248425
2.1460000000000	-0.55199663849227
2.1470000000000	-0.55309757917387
2.1480000000000	-0.55421415596104
2.1490000000000	-0.55534671953343
2.1500000000000	-0.55649563009301
2.1510000000000	-0.55766125764856
2.1520000000000	-0.55884398231024
2.1530000000000	-0.56004419459489
2.1540000000000	-0.56126229574239
