Frequency	Phi	Theta	EPhi real	EPhi imaginary	ETheta real	ETheta imaginary	Gain . dB	Gain Phi. Lin	Gain Theta. Lin
2400000000	0	-1.308996939	0.0206807160895655	-0.0700989986460523	-0.408111690393458	-0.113327430447753	-7.3343948396629	0.00534156162915646	0.179398258327696
2400000000	0	-1.2566370614	-0.00412588124682763	-0.0920591094047464	-0.467486761103873	0.0711503434143818	-6.34328329243715	0.00849190252045799	0.223606243175374
2400000000	0	-1.2042771839	-0.0306994528770847	-0.10136027870218	-0.473234853207076	0.248562015401666	-5.27315698843727	0.011216362505536	0.285734301790461
2400000000	0	-1.1519173063	-0.0562371919294123	-0.0952079058775421	-0.42371991925	0.399237905083222	-4.54499112744312	0.0122271670976925	0.338929474824466
2400000000	0	-1.0995574288	-0.077878598219178	-0.0730817577498886	-0.323587304522834	0.506999179647018	-4.28101504208211	0.0114060193763976	0.361756911811103
2400000000	0	-1.0471975512	-0.093009386170311	-0.0368666292111879	-0.183278356390517	0.560905685570329	-4.45854973524485	0.0100098942651733	0.34820614402633
2400000000	0	-0.9948376736	-0.0995416638722749	0.00939758081571621	-0.0178311034886073	0.556324207646789	-4.95106019202603	0.00999685737164887	0.309814572265449
2400000000	0	-0.9424777961	-0.0961405088254609	0.0601036340251083	0.154889763656024	0.495207862280379	-5.49632154538353	0.0128554442602427	0.269221665749722
2400000000	0	-0.8901179185	-0.0823731014080454	0.108904920213389	0.316313055516407	0.385579622254996	-5.72885368803111	0.0186456094822648	0.248725594188431
2400000000	0	-0.837758041	-0.058764937695742	0.149647986306287	0.449362827026674	0.240313716246097	-5.44355144545505	0.0258478377079111	0.259677632529414
2400000000	0	-0.7853981634	-0.0267574199531726	0.177259052092063	0.540461528958831	0.0753947228322149	-4.8159167286801	0.0321367310711271	0.297783028515464
2400000000	0	-0.7330382858	0.011428682451105	0.188444282601822	0.581081002173786	-0.0921053953320824	-4.18186374357763	0.0356418624278835	0.346138534936571
2400000000	0	-0.6806784083	0.0530097912590346	0.182097109317222	0.568648836935438	-0.246064694636669	-3.7687612622314	0.0359693951910147	0.383909333694663
2400000000	0	-0.6283185307	0.0949138533833147	0.159356583589955	0.506704449867463	-0.373104012640386	-3.66168944739883	0.0344031602975317	0.395956003763846
2400000000	0	-0.5759586532	0.134084313058574	0.123319756424248	0.404299391122475	-0.463918496894003	-3.85245392206804	0.0331863653329255	0.378678369422395
2400000000	0	-0.5235987756	0.167782474258791	0.0784682627760284	0.274735669091864	-0.514001237666597	-4.27145599074915	0.0343082269314897	0.339676960194148
2400000000	0	-0.47123889804	0.193856980740813	0.0299149549083689	0.133820387090118	-0.523699638348097	-4.80638512204926	0.0384754335091137	0.292169207206877
2400000000	0	-0.41887902048	0.210952234224008	-0.0173969994349465	-0.00212676759155086	-0.497637581945082	-5.33946611854249	0.0448035007134403	0.247647686104537
2400000000	0	-0.36651914292	0.218633539051869	-0.0594068479583791	-0.118252101565891	-0.443621297773456	-5.81511085354582	0.0513297979826951	0.210783415362955
2400000000	0	-0.31415926536	0.217415093706578	-0.0934452106345591	-0.202883029093038	-0.371212663943444	-6.29002932153344	0.0560013303619772	0.178960365365955
2400000000	0	-0.2617993878	0.208686895835179	-0.118463222352772	-0.248774937063939	-0.290191882291418	-6.91042970952622	0.0575837555435252	0.146100297859003
2400000000	0	-0.20943951024	0.194547247824278	-0.134957594572346	-0.253755382998458	-0.209137380262773	-7.84646890309574	0.0560621839687548	0.10813023822387
2400000000	0	-0.15707963268	0.177557785688088	-0.144622041231734	-0.220716224994217	-0.134324327763863	-9.23720177444528	0.0524423020684904	0.0667586770049115
2400000000	0	-0.10471975512	0.160446720413711	-0.149803508417976	-0.156991356788941	-0.0690887124409042	-11.1011713807508	0.0481842412258501	0.0294195362931745
2400000000	0	-0.05235987756	0.145792275572502	-0.15287457038537	-0.0732345862011887	-0.0137297423381171	-12.9948810404945	0.0446260218871198	0.00555181044073042
2400000000	0	-4.4408920985E-16	0.13572132254222	-0.155645604223001	0.0180312647815871	0.0340596598204796	-13.5525604991094	0.0426458315065524	0.0014851869367105
2400000000	0	0.05235987756	0.131657454610588	-0.158930037269146	0.103993300804741	0.0783243369012803	-12.2517840170527	0.0425924421009112	0.0169493083632906
2400000000	0	0.10471975512	0.134148094201647	-0.162345189904876	0.173054224622805	0.123695652599299	-10.4769174316355	0.0443516718631842	0.0452483791317667
2400000000	0	0.15707963268	0.142792024578834	-0.164385733137268	0.216089728486965	0.174154214497037	-9.050515400696	0.0474122315423994	0.0770244611846502
2400000000	0	0.20943951024	0.156277750162075	-0.162754841589656	0.227329761219783	0.231915019263556	-8.05831927013683	0.050911873656594	0.105463396496259
2400000000	0	0.2617993878	0.17253047362505	-0.154889140462132	0.204795257139397	0.296624063524222	-7.35927861793879	0.0537574101623821	0.129926932408413
2400000000	0	0.31415926536	0.188952660462677	-0.138576343861682	0.150283939746782	0.365007783263677	-6.76289181902346	0.0549065109739948	0.155815944388878
2400000000	0	0.36651914292	0.202731682259685	-0.112545759726411	0.0689543095334011	0.431047656128633	-6.12034826970272	0.0537666830242369	0.190556778657216
2400000000	0	0.41887902048	0.211179351042425	-0.0769149865155916	-0.0314012884096093	0.486671884108479	-5.40082759595572	0.0505126334573934	0.23783556369548
2400000000	0	0.47123889804	0.212063469314136	-0.0334006427238147	-0.141279795449188	0.522875863178694	-4.6922973088591	0.0460865179519114	0.293359148897029
2400000000	0	0.5235987756	0.203891568046847	0.0147574603162845	-0.250467085975688	0.531114743789753	-4.12731200771091	0.0417895541555887	0.344816632228008
2400000000	0	0.5759586532	0.186111960504431	0.063158024675651	-0.34900609239621	0.504764775269117	-3.81722437918865	0.038626597923733	0.376592730882154
2400000000	0	0.6283185307	0.159206648124199	0.106833309415808	-0.428048929499434	0.440432272556127	-3.83034712723531	0.0367601128076763	0.377206472754566
2400000000	0	0.6806784083	0.124663420674776	0.140981750159524	-0.48053796996714	0.338902907302438	-4.18859932567064	0.0354168223323786	0.345771921158185
2400000000	0	0.7330382858	0.0848291544659983	0.161715569108577	-0.50168999526767	0.205568137233387	-4.85055293547844	0.0333479107395271	0.293951110397279
2400000000	0	0.7853981634	0.0426609878579819	0.166695252603283	-0.489281405883821	0.0502342271123896	-5.66186916588978	0.0296072671254912	0.241919771717228
2400000000	0	0.837758041	0.00140484042960239	0.155539685332081	-0.443747917583029	-0.113696722153493	-6.30721552500973	0.0241945672898354	0.209839158987723
2400000000	0	0.8901179185	-0.0357600633649142	0.129937309923812	-0.368118469736443	-0.270596471580757	-6.44172883097182	0.0181624866420995	0.208733658193056
2400000000	0	0.9424777961	-0.0660676681873799	0.093433677799968	-0.267801798879766	-0.404374187005568	-6.04968930524914	0.013094788926946	0.235236286599653
2400000000	0	0.9948376736	-0.0874607189348956	0.0509255384418071	-0.150238603743141	-0.500416693363029	-5.47858765207576	0.0102427878221968	0.272988505051076
2400000000	0	1.0471975512	-0.0988002639232166	0.00794166778932449	-0.0244266140807979	-0.547456050528692	-5.08457132522608	0.00982456223857325	0.300304786735926
2400000000	0	1.0995574288	-0.099964865396845	-0.0301727660418461	0.0996758628288357	-0.539115725962905	-5.06563679977436	0.0109033701244253	0.300581043611183
2400000000	0	1.1519173063	-0.0918295695183038	-0.0590347764765829	0.211857443393699	-0.474920754270583	-5.49210556227174	0.0119177746715571	0.270433299158254
2400000000	0	1.2042771839	-0.0761300939433501	-0.0758376721836755	0.302449366586346	-0.360620862744754	-6.3251330757957	0.0115471437260619	0.221523025995253
2400000000	0	1.2566370614	-0.0552322029491999	-0.0797012914103119	0.363168097184597	-0.207760625209587	-7.34101477316056	0.00940289209509306	0.175055544200159
2400000000	0	1.308996939	-0.0318378928987624	-0.0717039752988509	0.387942505509687	-0.0325263393371365	-8.02133989042401	0.00615511149789129	0.151557350331808
2400000000	0	1.3613568166	-0.00866723910676678	-0.0545962170248935	0.373644580708862	0.146006964891744	-7.85198062234285	0.00305586794716314	0.16092830649
2400000000	0	1.4137166941	0.0118433805641149	-0.0322501174613136	0.320631600354649	0.308025532956436	-7.01442327174078	0.00118033573945498	0.19768435209908
2400000000	0	1.4660765717	0.0277896461951792	-0.00894345005820993	0.233008990881838	0.435266466868742	-6.11539398357055	0.000852249734596933	0.24375008701217
2400000000	0	1.5184364492	0.0379658051978906	0.0113954626568796	0.118539652264515	0.513167118971941	-5.54452772293317	0.00157125893348851	0.277392141152954
2400000000	0	1.5707963268	0.0419331163280583	0.0258504798749296	-0.0118424283719948	0.532607747597169	-5.43272878974417	0.00242663355474661	0.283811255910276
2400000000	0	1.6231562044	0.0399880372932301	0.032973955217062	-0.144911559378841	0.491028264233967	-5.77091136285366	0.00268632484922157	0.26210811631823
2400000000	0	1.6755160819	0.03304174210707	0.0329600077955558	-0.266367732126175	0.392775642669007	-6.43204587444718	0.00217811883535322	0.225224474192093
2400000000	0	1.7278759595	0.0224341083984705	0.0275088179895125	-0.362284871115758	0.248633138592176	-7.1146285408017	0.00126002428681445	0.193068765445558
2400000000	0	1.780235837	0.009713033644137	0.0194111034653593	-0.420639194147427	0.0745838762338211	-7.37617215668812	0.000471133960315021	0.182500086247059
2400000000	0	1.8325957146	-0.00358718694585799	0.0119317481589984	-0.432739774526972	-0.110043340872307	-6.99995097486673	0.000155234524314296	0.199373249327993
2400000000	0	1.8849555922	-0.0161369217824883	0.00810733777170372	-0.394378694249059	-0.284821136570782	-6.25281407872758	0.000326129170358639	0.236657634315065
2400000000	0	1.9373154697	-0.0269470305388043	0.010087777715454	-0.306538835157602	-0.430589891536457	-5.52529361452843	0.000827905714095662	0.279373712153157
